Time	Fp1_Delta(%)	Fp1_Theta(%)	Fp1_Alpha(%)	Fp1_Beta(%)	Fp1_Gamma(%)	Fp2_Delta(%)	Fp2_Theta(%)	Fp2_Alpha(%)	Fp2_Beta(%)	Fp2_Gamma(%)	Heartbeat(bpm)	SDNN(ms)	RMSSD(ms)	VLF(%)	LF(%)	HF(%)
오후 9:25:09.238 	15.889486	30.143940	19.032617	17.459155	9.795013	16.240510	35.597086	18.382019	13.516615	7.877639	77.825887	38.020166	30.640122	12.246961	49.900519	37.852521
오후 9:25:10.227 	15.922337	29.875783	19.118932	17.495504	9.758464	16.173263	35.622005	18.447262	13.522002	7.876442	78.026870	36.469700	30.870086	12.795334	48.338291	38.866374
오후 9:25:11.215 	15.839620	29.852686	19.117193	17.521251	9.818551	16.122318	35.440909	18.553894	13.530223	7.948529	78.204596	35.631496	31.168514	12.418852	43.155406	44.425742
오후 9:25:12.252 	16.439327	29.303248	19.127985	17.436224	9.793714	16.008752	35.196522	18.438956	13.614000	7.958201	78.325828	33.832586	31.426184	12.503516	43.418627	44.077857
오후 9:25:13.345 	13.418050	23.086065	20.233172	22.529070	12.736832	13.688391	30.672320	19.480174	17.968800	10.344596	78.325828	33.832586	30.991944	12.548456	43.977934	43.473610
오후 9:25:14.363 	13.461958	23.087985	19.989216	22.579811	12.875209	13.592696	30.750455	19.480381	18.032576	10.384799	78.279171	34.169397	30.943319	12.466049	44.944614	42.589337
오후 9:25:15.343 	13.362574	23.416969	20.066639	22.630591	12.718257	13.587092	30.968999	19.301256	17.965217	10.457203	78.267516	34.215569	30.870086	10.232361	48.047585	41.720054
오후 9:25:16.318 	13.410606	23.160242	20.133268	22.569169	12.758684	13.522396	30.880582	19.413395	17.879838	10.530696	78.388123	33.941079	31.725034	11.109407	46.268046	42.622547
오후 9:25:17.292 	13.588852	22.711665	20.334055	22.864249	12.708759	13.575955	31.088541	19.200131	18.023557	10.536016	78.414109	33.446969	31.725034	11.427176	45.735023	42.837801
오후 9:25:18.248 	13.625625	22.527309	20.547428	22.812365	12.691561	13.563466	31.370611	19.104862	18.062340	10.453091	78.382928	33.807992	31.677534	10.677891	46.868305	42.453804
오후 9:25:19.307 	13.645416	22.389120	20.619058	22.799095	12.711179	13.380426	31.571694	19.031352	18.179979	10.414878	78.419308	33.682507	31.740851	7.764353	45.275329	46.960317
오후 9:25:20.317 	13.589815	22.764701	20.557028	22.597867	12.687987	13.198868	31.623847	19.037753	18.295960	10.459239	78.486960	32.762195	31.512314	5.612025	42.701885	51.686090
오후 9:25:21.260 	13.841614	22.118482	20.552736	22.748557	12.775801	13.056362	31.334861	19.091649	18.409071	10.497821	78.481752	32.822149	31.477252	4.408906	42.641299	52.949795
오후 9:25:22.282 	15.513262	24.453360	19.653967	20.952680	11.725477	15.275091	36.229741	17.297766	15.443748	8.881058	78.476544	32.845258	31.050194	2.871314	43.072211	54.056474
오후 9:25:23.340 	16.650850	23.409776	19.552850	21.027935	11.653340	17.121324	34.496300	17.287882	15.372754	8.763010	78.455721	32.948931	30.597500	2.231476	43.094978	54.673547
오후 9:25:24.316 	15.989922	23.669269	19.641274	21.242540	11.706037	17.411304	34.169850	17.264349	15.422549	8.788619	78.434909	32.880487	30.884868	1.590174	42.068162	56.341664
